transaction_id,customer_id,transaction_date,transaction_time,hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud,fraud_type
TXN0000001041,CUST00001606,2021-02-20,09:53:00,9,1,0,Germany,Sydney,Gaming,Mobile Payment,Desktop,41,608,15.6,10742.8,35.2,142,17,11.7,5.89,0,0,0,0,
TXN0000001042,CUST00072304,2024-08-22,08:49:00,8,0,0,Germany,Paris,ATM Withdrawal,Debit Card,POS Terminal,33,454,4.4,6290.73,116.0,161,20,4.6,9.02,0,0,1,0,
TXN0000001043,CUST00158212,2022-03-01,15:32:00,15,0,0,USA,Sydney,Utilities,Debit Card,POS Terminal,38,612,7.1,24364.09,138.92,151,17,16.8,5.95,0,0,0,0,
TXN0000001044,CUST00187211,2020-06-22,06:59:00,6,0,1,Canada,Berlin,Grocery,Debit Card,POS Terminal,40,634,4.5,21529.03,7.75,141,18,20.3,7.12,1,0,0,0,
TXN0000001045,CUST00076126,2024-04-10,02:50:00,2,0,1,Japan,São Paulo,Education,Mobile Payment,Mobile,65,618,3.1,23363.17,126.21,154,19,46.6,3.39,0,0,0,0,
TXN0000001046,CUST00144991,2020-07-05,10:27:00,10,1,0,USA,Sydney,Education,Debit Card,ATM,38,554,2.5,3389.43,46.83,152,27,4.2,2.7,0,0,0,0,
TXN0000001047,CUST00158519,2024-10-04,13:15:00,13,0,0,Germany,Osaka,Healthcare,Debit Card,POS Terminal,24,694,1.6,31942.13,33.98,121,15,62.5,11.42,0,0,0,0,
TXN0000001048,CUST00124041,2023-07-31,01:15:00,1,0,1,USA,Melbourne,Crypto Exchange,Credit Card,Mobile,55,741,0.2,6030.13,29.23,150,22,3.4,20.75,0,2,0,0,
TXN0000001049,CUST00144119,2021-06-19,18:52:00,18,1,0,USA,Tokyo,Travel,Crypto,ATM,72,581,4.6,67363.33,1936.75,127,25,4.8,10.3,0,0,0,0,
TXN0000001050,CUST00155891,2022-02-15,07:23:00,7,0,0,UK,Tokyo,Fuel,Bank Transfer,POS Terminal,52,799,16.0,24340.67,80.65,149,15,2.7,5.84,0,0,0,0,
TXN0000001051,CUST00004325,2022-10-14,13:38:00,13,0,0,USA,Manchester,Education,Debit Card,Mobile,29,575,8.0,1238.33,375.27,141,15,5.4,3.72,0,3,1,0,
TXN0000001052,CUST00076324,2023-08-03,11:27:00,11,0,0,Canada,London,Education,Credit Card,Tablet,25,625,10.7,2999.83,134.38,145,18,6.9,11.41,0,0,1,0,
TXN0000001053,CUST00009112,2022-12-25,16:08:00,16,1,0,USA,São Paulo,Travel,Bank Transfer,Mobile,44,622,8.9,40962.61,2334.42,121,18,14.5,19.62,0,1,0,0,
TXN0000001054,CUST00169183,2024-07-26,17:00:00,17,0,0,Mexico,Munich,Grocery,Credit Card,POS Terminal,33,648,2.1,6708.56,74.96,143,22,5.8,7.29,0,1,0,0,
TXN0000001055,CUST00016390,2021-04-18,00:07:00,0,1,1,USA,Sydney,Online Shopping,Credit Card,Desktop,32,735,7.6,1852.52,26.6,178,18,33.6,3.36,0,0,0,0,
TXN0000001056,CUST00122178,2024-08-01,19:19:00,19,0,0,France,Mexico City,ATM Withdrawal,Credit Card,Mobile,49,650,8.3,8390.03,137.65,156,25,24.0,44.43,0,0,0,0,
TXN0000001057,CUST00041428,2024-12-20,01:38:00,1,0,1,Mexico,Toronto,Online Shopping,Debit Card,Mobile,33,622,0.2,2355.45,111.06,137,20,60.6,2.88,0,0,0,0,
TXN0000001058,CUST00159819,2020-04-16,07:03:00,7,0,0,USA,Melbourne,Clothing,Bank Transfer,Mobile,71,780,4.5,6297.59,7.09,151,21,49.0,2.8,0,0,0,0,
TXN0000001059,CUST00122884,2020-06-10,09:02:00,9,0,0,India,Rio,Fuel,Debit Card,ATM,42,565,0.9,8436.12,18.39,124,16,36.1,15.06,0,0,0,0,
TXN0000001060,CUST00131190,2020-03-20,11:16:00,11,0,0,Mexico,Toronto,Crypto Exchange,Bank Transfer,ATM,77,850,1.4,3784.92,44.71,156,20,19.2,2.23,1,1,0,0,
TXN0000001061,CUST00125809,2022-01-25,16:20:00,16,0,0,Germany,Mumbai,Healthcare,Mobile Payment,ATM,46,699,3.0,8571.08,91.28,144,22,31.1,16.24,0,0,0,0,
TXN0000001062,CUST00112222,2024-07-24,21:42:00,21,0,0,Japan,New York,Travel,Debit Card,Mobile,38,635,1.8,6572.37,1753.46,138,20,3.6,0.41,0,0,1,0,
TXN0000001063,CUST00013235,2022-12-02,00:34:00,0,0,1,Germany,London,Electronics,Credit Card,Desktop,58,755,4.5,5726.52,642.38,174,15,7.0,3.46,0,0,0,0,
TXN0000001064,CUST00053442,2020-09-28,02:36:00,2,0,1,Germany,Munich,Entertainment,Credit Card,Mobile,46,622,7.1,6780.17,63.51,142,26,8.7,7.02,0,1,0,0,
TXN0000001065,CUST00000847,2022-07-20,21:25:00,21,0,0,Japan,Tokyo,Grocery,Credit Card,Mobile,39,609,0.1,12270.68,15.13,157,23,23.6,3.01,0,0,0,0,
TXN0000001066,CUST00010955,2021-02-14,22:10:00,22,1,1,France,Delhi,Crypto Exchange,Bank Transfer,Mobile,22,798,12.0,2920.36,257.39,152,12,3.4,2.2,0,2,0,1,Identity Theft
TXN0000001067,CUST00079240,2023-04-09,16:30:00,16,1,0,Mexico,Vancouver,Healthcare,Credit Card,Mobile,46,733,4.9,14775.19,10.73,158,19,21.1,13.61,1,0,0,0,
TXN0000001068,CUST00046515,2022-11-07,08:06:00,8,0,0,Germany,Tokyo,Crypto Exchange,Debit Card,Mobile,55,653,6.5,9039.82,113.32,146,20,18.7,0.57,0,1,0,0,
TXN0000001069,CUST00088237,2021-10-11,09:18:00,9,0,0,Japan,Los Angeles,Gaming,Debit Card,Mobile,55,643,1.4,28860.51,203.95,127,23,33.7,16.44,0,0,0,0,
TXN0000001070,CUST00097580,2023-07-29,04:38:00,4,1,1,Mexico,Manchester,Online Shopping,Debit Card,POS Terminal,42,793,9.8,1965.32,130.05,166,18,6.8,7.85,0,2,0,0,
TXN0000001071,CUST00137542,2022-10-09,09:11:00,9,1,0,USA,Rio,Entertainment,Debit Card,Tablet,44,662,2.5,24498.68,446.05,151,17,18.5,18.72,0,2,0,0,
TXN0000001072,CUST00161178,2020-07-06,17:49:00,17,0,0,USA,Rio,Travel,Debit Card,Mobile,18,563,1.0,29059.98,377.3,137,16,11.1,0.47,1,3,0,0,
TXN0000001073,CUST00042102,2021-09-15,12:26:00,12,0,0,USA,Vancouver,Healthcare,Debit Card,Desktop,49,581,26.8,10752.67,14.34,152,20,2.7,1.99,0,1,0,0,
TXN0000001074,CUST00064324,2020-07-30,06:12:00,6,0,1,Japan,Tokyo,Healthcare,Credit Card,Mobile,48,757,10.3,35305.66,12.75,133,25,36.5,30.8,0,0,0,0,
TXN0000001075,CUST00091923,2024-07-06,13:46:00,13,1,0,USA,New York,Crypto Exchange,Debit Card,Desktop,42,655,6.7,13927.15,10.26,153,22,2.8,7.29,0,0,0,0,
TXN0000001076,CUST00189140,2020-11-26,22:40:00,22,0,1,USA,Guadalajara,Gaming,Debit Card,POS Terminal,18,693,6.4,21435.02,44.25,145,23,47.7,2.5,0,1,0,0,
TXN0000001077,CUST00180449,2023-09-04,05:39:00,5,0,1,UK,Lyon,Online Shopping,Credit Card,POS Terminal,34,566,2.9,1443.31,26.35,134,19,82.2,0.41,0,0,0,0,
TXN0000001078,CUST00176660,2022-12-01,00:33:00,0,0,1,Brazil,Melbourne,Travel,Debit Card,Mobile,45,589,1.3,35113.73,566.52,160,12,23.7,16.63,0,1,0,0,
TXN0000001079,CUST00168049,2020-01-24,16:36:00,16,0,0,Japan,Paris,Grocery,Mobile Payment,Mobile,40,578,1.0,13005.58,106.7,143,25,6.6,4.45,0,0,0,0,
TXN0000001080,CUST00127535,2023-11-27,17:39:00,17,0,0,UK,Sydney,Restaurant,Mobile Payment,Mobile,39,709,3.8,7787.54,29.13,159,19,15.8,0.68,0,1,0,0,
TXN0000001081,CUST00067585,2024-08-26,06:51:00,6,0,1,Japan,Osaka,Jewelry,Debit Card,Mobile,50,785,5.2,19885.18,557.09,147,30,1.5,2.35,0,0,0,1,Friendly Fraud
TXN0000001082,CUST00104538,2023-12-16,17:04:00,17,1,0,Germany,New York,Online Shopping,Credit Card,ATM,44,585,3.6,26602.15,80.74,154,23,26.3,0.84,0,3,0,0,
TXN0000001083,CUST00078478,2021-09-05,23:31:00,23,1,1,UK,Manchester,Travel,Crypto,Mobile,18,819,1.9,23535.07,382.53,134,20,2.5,10.12,0,0,0,0,
TXN0000001084,CUST00042534,2022-02-28,23:58:00,23,0,1,Canada,Osaka,Travel,Bank Transfer,Mobile,41,679,1.9,1184.86,403.49,136,20,3.5,14.71,0,0,0,0,
TXN0000001085,CUST00001829,2020-12-21,04:20:00,4,0,1,Mexico,Vancouver,Utilities,Credit Card,Mobile,35,575,11.3,11942.1,7.39,147,19,8.6,4.09,0,0,0,0,
TXN0000001086,CUST00001918,2024-03-07,05:18:00,5,0,1,UK,Delhi,Restaurant,Bank Transfer,Mobile,31,564,4.0,3934.06,55.5,155,17,11.9,7.27,1,0,0,0,
TXN0000001087,CUST00020619,2020-07-07,01:32:00,1,0,1,UK,São Paulo,Crypto Exchange,Bank Transfer,Desktop,35,566,3.6,30535.67,68.83,137,22,14.4,0.13,0,0,0,0,
TXN0000001088,CUST00032255,2022-05-19,06:37:00,6,0,1,Japan,Paris,Restaurant,Cheque,Desktop,48,685,1.9,56844.59,13.8,139,19,37.5,9.22,0,0,0,0,
TXN0000001089,CUST00105293,2023-04-25,05:21:00,5,0,1,UK,Guadalajara,Online Shopping,Credit Card,Desktop,45,699,5.9,20323.16,50.8,138,19,1.9,0.9,0,0,0,0,
TXN0000001090,CUST00047363,2023-11-22,15:21:00,15,0,0,France,Melbourne,ATM Withdrawal,Credit Card,Mobile,34,662,1.4,4953.76,195.42,152,18,28.9,2.86,0,0,0,0,
TXN0000001091,CUST00020129,2024-02-26,18:29:00,18,0,0,Brazil,London,Grocery,Debit Card,Desktop,56,647,0.4,9573.08,42.72,148,27,15.3,5.8,0,0,0,0,
TXN0000001092,CUST00123782,2024-02-26,13:20:00,13,0,0,Brazil,Toronto,Healthcare,Debit Card,Mobile,19,769,3.1,18658.64,180.46,155,18,3.0,7.08,0,0,0,1,Account Takeover
TXN0000001093,CUST00190456,2020-01-14,15:45:00,15,0,0,USA,Guadalajara,Electronics,Bank Transfer,Desktop,53,655,3.7,24797.78,622.85,149,19,11.1,8.6,0,0,0,0,
TXN0000001094,CUST00065546,2021-04-09,09:28:00,9,0,0,USA,Los Angeles,Travel,Debit Card,POS Terminal,26,726,3.4,66761.03,391.91,164,20,34.8,8.48,0,0,0,0,
TXN0000001095,CUST00082181,2020-03-07,11:08:00,11,1,0,USA,Los Angeles,Entertainment,Cheque,Mobile,52,682,0.7,5305.99,23.66,148,13,22.2,11.62,0,0,0,0,
TXN0000001096,CUST00087959,2021-02-02,19:25:00,19,0,0,UK,Paris,Travel,Credit Card,ATM,29,624,5.6,19990.02,238.68,160,15,36.4,5.15,0,0,0,0,
TXN0000001097,CUST00140938,2024-08-05,16:36:00,16,0,0,USA,Sydney,Restaurant,Debit Card,Mobile,40,603,2.8,50827.96,24.85,154,19,4.6,46.63,0,0,0,0,
TXN0000001098,CUST00133292,2021-05-07,12:07:00,12,0,0,Brazil,Melbourne,Online Shopping,Credit Card,Desktop,38,615,2.7,52006.39,193.6,134,26,7.9,23.63,0,0,0,0,
TXN0000001099,CUST00039810,2023-09-13,03:16:00,3,0,1,Brazil,Mexico City,ATM Withdrawal,Debit Card,Mobile,56,698,11.8,7714.42,11.31,137,20,81.8,12.53,0,0,0,0,
TXN0000001100,CUST00116749,2020-03-25,08:07:00,8,0,0,Australia,New York,ATM Withdrawal,Credit Card,POS Terminal,34,771,0.3,25376.15,289.07,162,25,62.7,37.69,0,0,0,0,
TXN0000001101,CUST00005288,2023-06-05,11:38:00,11,0,0,Germany,Rio,Jewelry,Debit Card,Tablet,28,740,0.4,7319.26,124.68,135,25,3.8,20.75,0,0,0,0,
TXN0000001102,CUST00165460,2022-10-28,17:47:00,17,0,0,Germany,Tokyo,Fuel,Bank Transfer,Desktop,44,765,13.3,22504.99,14.3,179,11,22.4,11.65,0,0,0,0,
TXN0000001103,CUST00008513,2021-02-19,11:38:00,11,0,0,India,Sydney,Travel,Debit Card,Tablet,30,748,7.8,2513.01,831.3,163,20,6.2,0.17,0,1,0,0,
TXN0000001104,CUST00132415,2023-05-12,08:29:00,8,0,0,India,São Paulo,Fuel,Mobile Payment,POS Terminal,59,850,2.7,33197.68,41.92,158,19,4.8,1.75,0,0,0,0,
TXN0000001105,CUST00194149,2020-01-02,14:31:00,14,0,0,Australia,Berlin,Education,Crypto,Mobile,40,753,1.6,8129.27,41.26,144,16,3.3,2.72,0,0,0,0,
TXN0000001106,CUST00108873,2021-05-09,09:16:00,9,1,0,USA,London,Grocery,Credit Card,Desktop,34,716,7.1,10870.41,160.93,146,26,24.2,43.2,0,0,0,0,
TXN0000001107,CUST00150289,2024-09-19,15:31:00,15,0,0,USA,São Paulo,Utilities,Crypto,Mobile,18,770,2.3,6756.87,60.36,150,25,44.2,1.68,0,0,0,0,
TXN0000001108,CUST00093071,2023-04-20,13:58:00,13,0,0,India,Guadalajara,Healthcare,Debit Card,ATM,56,637,1.8,9301.37,24.82,145,17,0.4,14.88,1,0,0,1,Phishing
TXN0000001109,CUST00079768,2021-10-05,05:59:00,5,0,1,France,Los Angeles,ATM Withdrawal,Crypto,Mobile,18,632,3.3,2692.17,56.24,144,18,18.9,32.52,0,0,0,0,
TXN0000001110,CUST00097830,2024-01-20,17:36:00,17,1,0,USA,São Paulo,Gaming,Debit Card,Desktop,30,654,3.4,13879.14,51.04,150,15,74.4,1.9,0,0,0,0,
TXN0000001111,CUST00157687,2021-11-29,03:11:00,3,0,1,UK,Guadalajara,Online Shopping,Crypto,Mobile,26,795,0.6,15442.38,168.92,175,28,1.3,1.15,0,3,0,0,
TXN0000001112,CUST00167331,2021-09-08,12:26:00,12,0,0,Japan,São Paulo,Electronics,Debit Card,Desktop,44,719,1.5,2438.27,583.91,138,15,33.2,14.87,0,0,0,0,
TXN0000001113,CUST00042079,2023-11-17,07:13:00,7,0,0,USA,São Paulo,Electronics,Credit Card,Desktop,50,567,9.5,22089.24,416.46,174,13,7.1,4.08,0,0,0,0,
TXN0000001114,CUST00106289,2022-03-10,20:49:00,20,0,0,USA,Paris,Jewelry,Credit Card,Tablet,66,563,1.3,5322.71,491.6,130,24,4.9,0.16,0,0,0,0,
TXN0000001115,CUST00083525,2023-10-10,17:44:00,17,0,0,India,Rio,Travel,Bank Transfer,Mobile,24,661,1.7,93761.47,1021.39,125,18,1.1,3.11,0,1,0,0,
TXN0000001116,CUST00012220,2023-03-01,11:56:00,11,0,0,Germany,London,Grocery,Debit Card,POS Terminal,33,696,4.3,11140.51,138.2,132,22,6.1,14.15,0,2,0,0,
TXN0000001117,CUST00000236,2021-11-12,01:39:00,1,0,1,India,São Paulo,Utilities,Debit Card,Desktop,56,705,11.7,4933.57,1359.47,155,19,1.5,34.47,1,0,0,0,
TXN0000001118,CUST00042930,2024-05-22,17:50:00,17,0,0,Brazil,Los Angeles,Online Shopping,Debit Card,Mobile,18,621,7.0,10957.49,22.52,164,20,4.3,1.41,0,0,0,0,
TXN0000001119,CUST00127310,2022-06-12,04:39:00,4,1,1,Australia,São Paulo,Crypto Exchange,Bank Transfer,Mobile,27,703,12.1,3379.29,145.02,158,13,3.6,13.73,0,2,0,0,
TXN0000001120,CUST00067445,2023-07-18,20:33:00,20,0,0,Australia,Munich,Fuel,Credit Card,Mobile,53,826,0.3,52428.39,21.26,172,18,26.2,3.91,0,0,0,0,
TXN0000001121,CUST00139640,2021-07-14,11:06:00,11,0,0,Germany,Manchester,Entertainment,Credit Card,Mobile,55,708,2.0,27365.44,145.5,180,9,10.5,17.21,0,3,0,0,
TXN0000001122,CUST00101835,2020-03-24,12:35:00,12,0,0,Mexico,Melbourne,Fuel,Bank Transfer,Desktop,44,746,4.2,3494.09,89.69,133,19,20.0,3.03,1,0,0,0,
TXN0000001123,CUST00196514,2023-07-04,20:52:00,20,0,0,USA,Osaka,Crypto Exchange,Credit Card,Desktop,49,764,0.8,2965.71,146.11,152,20,1.6,19.25,0,0,0,1,Friendly Fraud
TXN0000001124,CUST00084556,2023-12-24,12:25:00,12,1,0,India,Vancouver,Travel,Debit Card,POS Terminal,31,709,3.6,28754.41,215.42,138,22,2.2,8.81,0,0,0,1,Phishing
TXN0000001125,CUST00073699,2021-01-01,07:30:00,7,0,0,USA,São Paulo,Clothing,Credit Card,Mobile,20,850,7.0,3361.9,45.79,155,13,26.2,0.16,0,0,0,0,
TXN0000001126,CUST00124451,2022-02-13,20:58:00,20,1,0,France,Toronto,Healthcare,Debit Card,POS Terminal,46,581,2.6,3116.87,29.84,133,15,35.4,4.98,0,0,0,0,
TXN0000001127,CUST00136488,2021-10-23,11:53:00,11,1,0,USA,Toronto,Restaurant,Bank Transfer,Mobile,30,736,4.8,20517.68,20.37,157,26,1.3,7.07,0,0,0,0,
TXN0000001128,CUST00167232,2020-02-03,21:06:00,21,0,0,Brazil,London,Online Shopping,Credit Card,Mobile,33,753,6.5,2584.7,174.24,157,13,124.1,7.38,0,0,0,0,
TXN0000001129,CUST00043926,2023-12-18,04:13:00,4,0,1,USA,London,Crypto Exchange,Credit Card,POS Terminal,25,727,11.6,47372.03,11.51,157,29,31.0,1.04,1,0,0,0,
TXN0000001130,CUST00137024,2024-11-18,15:58:00,15,0,0,India,Los Angeles,Entertainment,Debit Card,Tablet,39,665,0.6,2802.06,28.79,143,13,0.0,11.96,0,3,0,0,
TXN0000001131,CUST00087389,2022-01-20,13:36:00,13,0,0,Australia,Sydney,Jewelry,Credit Card,Mobile,63,608,3.8,4574.67,1833.41,157,25,43.7,0.69,0,1,1,0,
TXN0000001132,CUST00008008,2022-09-16,19:49:00,19,0,0,France,Toronto,Jewelry,Credit Card,ATM,52,638,0.9,2768.69,566.53,164,12,12.3,0.93,0,0,0,0,
TXN0000001133,CUST00172905,2022-03-22,07:42:00,7,0,0,Germany,Mumbai,Electronics,Debit Card,Desktop,41,709,2.6,22992.25,526.53,158,18,14.1,9.55,0,2,0,1,Synthetic Identity
TXN0000001134,CUST00058597,2022-08-10,15:16:00,15,0,0,India,Delhi,ATM Withdrawal,Debit Card,Mobile,20,543,2.5,1916.14,24.41,144,18,19.8,5.83,0,0,0,0,
TXN0000001135,CUST00121102,2022-07-28,09:16:00,9,0,0,France,Lyon,Gaming,Credit Card,Mobile,43,553,9.3,805.07,36.68,150,22,31.1,0.38,0,3,0,0,
TXN0000001136,CUST00161596,2021-08-15,22:22:00,22,1,1,UK,São Paulo,Crypto Exchange,Debit Card,Mobile,41,725,2.6,942.22,150.51,137,31,11.9,57.98,0,0,0,0,
TXN0000001137,CUST00088862,2022-07-22,15:08:00,15,0,0,UK,Munich,ATM Withdrawal,Bank Transfer,Desktop,54,741,7.1,7735.18,49.45,150,15,2.4,0.35,1,0,0,0,
TXN0000001138,CUST00086741,2024-01-18,12:37:00,12,0,0,India,Sydney,Crypto Exchange,Debit Card,ATM,36,580,1.5,19847.7,30.78,158,15,2.7,6.06,0,0,0,0,
TXN0000001139,CUST00015525,2022-01-13,23:55:00,23,0,1,USA,Rio,Entertainment,Bank Transfer,ATM,55,761,3.4,25017.89,31.95,136,19,6.1,31.8,0,2,0,0,
TXN0000001140,CUST00150355,2022-12-27,20:15:00,20,0,0,USA,Berlin,Clothing,Bank Transfer,Desktop,20,702,5.6,18075.08,54.41,149,28,3.5,1.59,0,0,0,0,
TXN0000001141,CUST00155003,2021-03-26,17:43:00,17,0,0,USA,Paris,Education,Credit Card,ATM,48,692,7.9,4937.62,39.93,152,16,11.3,13.82,0,0,0,0,
TXN0000001142,CUST00131150,2024-10-05,09:08:00,9,1,0,India,Vancouver,Entertainment,Credit Card,Mobile,73,702,6.2,5386.79,29.41,124,20,0.8,2.58,0,0,0,0,
TXN0000001143,CUST00125502,2020-04-18,07:56:00,7,1,0,France,London,Travel,Credit Card,ATM,39,556,18.8,16239.17,468.77,161,27,13.3,8.62,0,0,0,0,
TXN0000001144,CUST00020612,2021-11-22,20:54:00,20,0,0,Mexico,Berlin,Electronics,Bank Transfer,Mobile,56,642,23.4,12698.27,73.08,138,21,24.4,11.97,0,0,0,0,
TXN0000001145,CUST00148057,2020-06-28,04:43:00,4,1,1,UK,Guadalajara,Gaming,Debit Card,ATM,43,696,5.0,28935.9,36.48,139,22,2.8,14.26,0,0,0,0,
TXN0000001146,CUST00014061,2020-02-15,18:42:00,18,1,0,USA,Paris,Healthcare,Debit Card,Mobile,36,741,2.0,5316.42,199.23,144,25,53.4,2.03,0,0,0,0,
TXN0000001147,CUST00043304,2024-09-05,16:27:00,16,0,0,Mexico,Guadalajara,Grocery,Cheque,Desktop,40,530,1.1,21110.25,12.87,153,22,2.2,14.23,0,0,1,0,
TXN0000001148,CUST00190280,2021-05-28,07:48:00,7,0,0,USA,Melbourne,Healthcare,Debit Card,Tablet,58,578,2.4,7286.66,28.37,164,25,16.7,27.74,0,0,0,0,
TXN0000001149,CUST00160360,2020-09-14,11:00:00,11,0,0,India,London,Gaming,Debit Card,Mobile,54,624,8.0,8879.93,38.34,135,23,32.5,1.16,0,0,0,0,
TXN0000001150,CUST00039712,2024-01-03,15:35:00,15,0,0,UK,Osaka,Restaurant,Debit Card,POS Terminal,18,684,2.3,17050.88,60.8,133,15,34.3,55.02,0,1,0,0,
TXN0000001151,CUST00143027,2020-01-13,12:52:00,12,0,0,UK,Munich,Fuel,Credit Card,Mobile,33,575,0.1,7693.23,51.78,146,19,3.6,36.1,0,5,0,0,
TXN0000001152,CUST00073341,2021-09-29,02:21:00,2,0,1,UK,Los Angeles,Jewelry,Crypto,Mobile,53,606,0.9,16973.74,512.8,163,17,11.7,1.69,0,0,0,0,
TXN0000001153,CUST00102975,2022-03-21,11:02:00,11,0,0,USA,Melbourne,Gaming,Bank Transfer,POS Terminal,29,569,0.9,2790.93,20.35,165,22,10.1,3.24,0,0,0,0,
TXN0000001154,CUST00149647,2021-01-16,09:22:00,9,1,0,Australia,Berlin,Entertainment,Debit Card,ATM,29,552,7.8,1774.45,118.69,166,24,29.2,4.1,0,1,0,0,
TXN0000001155,CUST00140257,2020-11-24,04:46:00,4,0,1,USA,Paris,Clothing,Credit Card,Mobile,62,571,0.9,8494.2,84.16,161,18,9.7,24.63,0,4,0,0,
TXN0000001156,CUST00150169,2022-08-29,21:03:00,21,0,0,India,Osaka,Jewelry,Credit Card,Mobile,41,680,2.2,22250.18,365.03,152,17,16.7,4.87,0,0,0,0,
TXN0000001157,CUST00067729,2022-03-20,14:41:00,14,1,0,Japan,Munich,Gaming,Mobile Payment,POS Terminal,18,766,7.9,114055.42,24.28,133,19,27.6,4.2,0,0,0,0,
TXN0000001158,CUST00165089,2021-12-28,05:22:00,5,0,1,Mexico,Melbourne,Education,Debit Card,ATM,33,671,0.5,3585.67,65.79,152,13,11.1,36.6,0,0,0,0,
TXN0000001159,CUST00011247,2023-07-12,08:01:00,8,0,0,Brazil,Rio,Education,Debit Card,Mobile,43,612,6.2,4901.74,45.29,171,22,0.1,3.88,1,0,1,0,
TXN0000001160,CUST00176631,2024-10-19,03:10:00,3,1,1,USA,Osaka,Grocery,Crypto,Mobile,66,626,0.8,10311.65,224.4,149,24,23.5,11.36,0,2,0,0,
TXN0000001161,CUST00149454,2022-07-29,15:59:00,15,0,0,Mexico,Paris,Electronics,Debit Card,ATM,44,810,1.1,15599.18,224.34,137,22,19.7,0.44,0,0,0,0,
TXN0000001162,CUST00127797,2021-10-30,10:15:00,10,1,0,Australia,Vancouver,Fuel,Debit Card,Tablet,39,762,5.5,7698.76,41.36,163,23,12.3,6.31,0,0,0,0,
TXN0000001163,CUST00167528,2024-04-01,00:50:00,0,0,1,USA,Mumbai,Grocery,Credit Card,Tablet,43,757,2.7,6686.91,19.0,158,20,1.9,1.55,0,0,0,0,
TXN0000001164,CUST00092264,2022-01-30,03:33:00,3,1,1,Germany,Rio,Jewelry,Mobile Payment,ATM,56,673,11.0,8283.63,2442.03,150,20,51.2,27.03,0,0,0,0,
TXN0000001165,CUST00135091,2023-06-17,09:45:00,9,1,0,France,Lyon,Online Shopping,Debit Card,Mobile,18,724,0.1,175392.0,43.89,166,17,22.5,0.13,0,0,0,0,
TXN0000001166,CUST00011303,2024-11-10,10:00:00,10,1,0,India,Toronto,Gaming,Debit Card,Mobile,21,725,3.0,2014.05,22.93,147,13,0.1,1.85,0,0,1,0,
TXN0000001167,CUST00067507,2022-08-17,05:03:00,5,0,1,USA,Los Angeles,Online Shopping,Cheque,Mobile,37,677,0.6,765.33,70.91,139,23,10.6,2.98,0,0,1,0,
TXN0000001168,CUST00041158,2020-05-22,20:34:00,20,0,0,UK,Toronto,Fuel,Bank Transfer,POS Terminal,28,657,3.7,38686.07,34.53,154,17,2.2,14.03,0,1,0,0,
TXN0000001169,CUST00054918,2020-01-09,12:51:00,12,0,0,UK,São Paulo,Fuel,Mobile Payment,Desktop,38,711,0.1,6030.25,131.64,158,15,19.3,9.06,0,0,0,0,
TXN0000001170,CUST00096647,2023-07-17,01:00:00,1,0,1,UK,Sydney,Electronics,Credit Card,Mobile,40,436,1.2,6911.78,167.47,151,23,38.0,41.68,0,0,0,0,
TXN0000001171,CUST00083123,2024-04-30,22:14:00,22,0,1,USA,Mexico City,Fuel,Credit Card,ATM,18,663,0.3,1623.76,91.76,137,21,0.3,28.3,0,0,0,0,
TXN0000001172,CUST00024520,2021-11-04,23:11:00,23,0,1,Germany,Vancouver,Restaurant,Credit Card,Mobile,36,764,1.4,24268.02,85.07,143,31,15.8,5.71,0,0,0,0,
TXN0000001173,CUST00187892,2020-01-01,07:37:00,7,0,0,Japan,Tokyo,Utilities,Credit Card,Mobile,35,548,8.6,2347.03,28.04,146,24,17.2,9.96,0,2,0,0,
TXN0000001174,CUST00080911,2021-08-14,05:37:00,5,1,1,India,New York,Clothing,Credit Card,Desktop,47,572,9.6,6644.36,44.02,145,20,61.5,12.33,0,0,1,1,Friendly Fraud
TXN0000001175,CUST00120431,2023-08-20,08:46:00,8,1,0,France,Sydney,Entertainment,Debit Card,Mobile,43,599,11.2,44278.32,17.32,153,22,18.9,8.85,0,0,0,0,
TXN0000001176,CUST00071325,2024-06-05,07:16:00,7,0,0,Brazil,London,Restaurant,Bank Transfer,Desktop,52,728,21.1,6705.52,92.95,139,15,32.8,1.1,1,0,0,0,
TXN0000001177,CUST00005409,2020-09-14,08:28:00,8,0,0,Brazil,Tokyo,Utilities,Credit Card,Desktop,32,759,3.2,8012.89,29.32,157,22,11.8,6.27,1,0,0,0,
TXN0000001178,CUST00059380,2020-12-21,22:25:00,22,0,1,USA,Toronto,Grocery,Mobile Payment,Desktop,36,645,0.2,2562.22,67.78,148,18,26.8,6.04,0,0,1,0,
TXN0000001179,CUST00025054,2020-01-31,08:37:00,8,0,0,Canada,Toronto,Fuel,Debit Card,Mobile,45,726,0.1,1343.13,48.54,142,20,55.5,2.8,0,0,0,0,
TXN0000001180,CUST00140519,2021-11-09,23:34:00,23,0,1,USA,Osaka,Education,Debit Card,Mobile,25,764,5.1,21780.15,136.75,174,33,29.8,0.15,0,0,0,0,
